Acceleration [m/s^2],time [s],Y(f),Frequency [Hz]
-4.72E-04,505.65,,
-1.27E-03,505.66,,
-1.17E-04,505.67,,
9.56E-04,505.68,,
1.01E-04,505.69,,
-1.13E-03,505.7,,
4.60E-04,505.71,,
2.00E-04,505.72,,
3.64E-04,505.73,,
1.72E-03,505.74,,
2.02E-03,505.75,,
-3.82E-08,505.76,,
7.70E-04,505.77,,
4.66E-05,505.78,,
3.46E-04,505.79,,
6.13E-04,505.8,,
-1.40E-03,505.81,,
-1.38E-04,505.82,,
-6.43E-04,505.83,,
3.21E-05,505.84,,
1.73E-04,505.85,,
-9.69E-04,505.86,,
4.17E-04,505.87,,
-3.69E-04,505.88,,
-2.14E-03,505.89,,
-1.10E-03,505.9,,
-1.11E-03,505.91,,
-1.01E-03,505.92,,
-6.92E-04,505.93,,
-2.88E-04,505.94,,
7.04E-04,505.95,,
-4.25E-04,505.96,,
3.16E-04,505.97,,
8.76E-04,505.98,,
1.21E-03,505.99,,
1.23E-03,506,,
-8.06E-04,506.01,,
-3.89E-05,506.02,,
1.79E-04,506.03,,
-1.41E-04,506.04,,
-6.16E-04,506.05,,
-8.56E-04,506.06,,
-5.06E-04,506.07,,
-3.81E-04,506.08,,
-1.29E-03,506.09,,
-2.09E-03,506.1,,
6.86E-04,506.11,,
3.93E-04,506.12,,
-4.05E-04,506.13,,
-5.65E-05,506.14,,
-1.31E-04,506.15,,
7.97E-04,506.16,,
4.59E-05,506.17,,
1.49E-03,506.18,,
6.74E-04,506.19,,
1.43E-04,506.2,,
8.51E-04,506.21,,
-2.29E-04,506.22,,
5.15E-04,506.23,,
3.44E-04,506.24,,
-1.58E-04,506.25,,
1.42E-04,506.26,,
2.77E-04,506.27,,
-1.11E-03,506.28,,
-4.69E-04,506.29,,
1.56E-04,506.3,,
-6.53E-04,506.31,,
-2.54E-04,506.32,,
-2.16E-03,506.33,,
-8.51E-04,506.34,,
-1.80E-04,506.35,,
-4.38E-04,506.36,,
3.92E-04,506.37,,
-4.32E-04,506.38,,
4.28E-04,506.39,,
2.68E-04,506.4,,
-1.61E-03,506.41,,
-8.51E-04,506.42,,
5.78E-04,506.43,,
1.65E-04,506.44,,
1.00E-03,506.45,,
1.74E-03,506.46,,
-9.07E-04,506.47,,
-1.17E-04,506.48,,
4.83E-04,506.49,,
1.07E-04,506.5,,
5.67E-04,506.51,,
1.81E-04,506.52,,
2.03E-03,506.53,,
9.20E-04,506.54,,
7.64E-04,506.55,,
1.23E-03,506.56,,
-1.02E-03,506.57,,
-1.14E-04,506.58,,
-3.43E-04,506.59,,
1.77E-04,506.6,,
3.20E-04,506.61,,
-8.18E-04,506.62,,
2.86E-04,506.63,,
7.80E-04,506.64,,
9.02E-04,506.65,,
-3.82E-04,506.66,,
-8.54E-04,506.67,,
-1.46E-03,506.68,,
-8.29E-04,506.69,,
1.69E-03,506.7,,
8.66E-04,506.71,,
3.14E-04,506.72,,
7.22E-04,506.73,,
-2.63E-05,506.74,,
-1.84E-04,506.75,,
-7.51E-04,506.76,,
5.03E-04,506.77,,
-2.89E-04,506.78,,
1.92E-03,506.79,,
9.69E-04,506.8,,
-9.58E-04,506.81,,
1.17E-04,506.82,,
3.86E-04,506.83,,
4.63E-04,506.84,,
-5.89E-04,506.85,,
-8.94E-04,506.86,,
5.64E-04,506.87,,
2.45E-04,506.88,,
-1.04E-03,506.89,,
-1.14E-03,506.9,,
1.08E-04,506.91,,
5.18E-04,506.92,,
1.21E-04,506.93,,
2.61E-04,506.94,,
-1.00E-03,506.95,,
-9.62E-05,506.96,,
6.14E-04,506.97,,
-1.23E-03,506.98,,
-2.48E-03,506.99,,
-5.01E-04,507,,
8.08E-04,507.01,,
2.12E-04,507.02,,
-2.90E-04,507.03,,
3.45E-04,507.04,,
-2.95E-04,507.05,,
-3.43E-04,507.06,,
4.57E-04,507.07,,
-3.35E-04,507.08,,
8.78E-05,507.09,,
1.42E-03,507.1,,
1.06E-03,507.11,,
-5.35E-04,507.12,,
-7.08E-04,507.13,,
-1.97E-03,507.14,,
1.49E-04,507.15,,
-3.14E-04,507.16,,
-4.90E-04,507.17,,
-7.41E-06,507.18,,
-1.09E-03,507.19,,
6.78E-04,507.2,,
2.92E-05,507.21,,
-6.12E-04,507.22,,
-3.08E-05,507.23,,
4.66E-04,507.24,,
4.66E-04,507.25,,
2.41E-04,507.26,,
-9.31E-04,507.27,,
-3.56E-05,507.28,,
4.25E-04,507.29,,
1.42E-03,507.3,,
1.23E-03,507.31,,
5.67E-04,507.32,,
2.64E-04,507.33,,
-3.14E-04,507.34,,
-2.69E-05,507.35,,
6.84E-04,507.36,,
-1.16E-03,507.37,,
5.27E-04,507.38,,
6.70E-05,507.39,,
-7.03E-04,507.4,,
-1.22E-03,507.41,,
-1.19E-03,507.42,,
-8.64E-05,507.43,,
6.46E-04,507.44,,
2.12E-04,507.45,,
-9.29E-04,507.46,,
-1.26E-03,507.47,,
-5.58E-04,507.48,,
3.14E-04,507.49,,
-5.60E-05,507.5,,
-1.60E-04,507.51,,
5.02E-04,507.52,,
3.52E-04,507.53,,
-2.84E-04,507.54,,
-1.32E-04,507.55,,
-7.40E-04,507.56,,
1.31E-04,507.57,,
-1.04E-03,507.58,,
1.37E-04,507.59,,
1.27E-03,507.6,,
1.70E-04,507.61,,
4.71E-04,507.62,,
-7.67E-04,507.63,,
-1.86E-03,507.64,,
-3.89E-04,507.65,,
1.48E-05,507.66,,
5.00E-04,507.67,,
5.84E-04,507.68,,
-3.59E-04,507.69,,
-6.23E-05,507.7,,
-3.83E-04,507.71,,
7.37E-05,507.72,,
-1.03E-03,507.73,,
-6.36E-04,507.74,,
-8.38E-04,507.75,,
6.47E-04,507.76,,
1.48E-03,507.77,,
2.67E-04,507.78,,
1.61E-03,507.79,,
1.63E-05,507.8,,
-3.68E-04,507.81,,
1.08E-03,507.82,,
3.64E-04,507.83,,
4.13E-04,507.84,,
9.84E-04,507.85,,
-5.15E-04,507.86,,
-1.86E-03,507.87,,
-7.87E-05,507.88,,
1.13E-03,507.89,,
1.04E-04,507.9,,
-4.31E-04,507.91,,
1.82E-05,507.92,,
-8.12E-04,507.93,,
4.34E-04,507.94,,
2.92E-04,507.95,,
7.29E-04,507.96,,
-3.50E-04,507.97,,
-1.16E-03,507.98,,
-8.62E-05,507.99,,
-9.62E-05,508,,
5.71E-05,508.01,,
4.82E-04,508.02,,
9.32E-04,508.03,,
-2.44E-04,508.04,,
-4.02E-04,508.05,,
7.69E-05,508.06,,
3.11E-04,508.07,,
4.85E-05,508.08,,
5.81E-04,508.09,,
5.76E-04,508.1,,
-2.07E-04,508.11,,
1.63E-03,508.12,,
1.52E-03,508.13,,
-1.76E-04,508.14,,
-1.88E-03,508.15,,
-2.14E-03,508.16,,
-8.12E-04,508.17,,
-2.48E-04,508.18,,
1.90E-04,508.19,,
-5.15E-04,508.2,,
-5.06E-04,508.21,,
6.61E-05,508.22,,
-1.33E-04,508.23,,
6.46E-04,508.24,,
9.55E-04,508.25,,
2.31E-04,508.26,,
-1.35E-04,508.27,,
5.94E-04,508.28,,
-9.05E-04,508.29,,
2.72E-04,508.3,,
-2.04E-05,508.31,,
-3.29E-04,508.32,,
1.14E-03,508.33,,
4.16E-04,508.34,,
2.78E-04,508.35,,
-4.20E-04,508.36,,
-4.28E-04,508.37,,
9.06E-04,508.38,,
-4.02E-04,508.39,,
-2.60E-04,508.4,,
-3.23E-04,508.41,,
-4.43E-04,508.42,,
-5.70E-04,508.43,,
-1.18E-03,508.44,,
-1.35E-03,508.45,,
-3.04E-04,508.46,,
1.49E-03,508.47,,
3.42E-04,508.48,,
-4.21E-04,508.49,,
-2.91E-04,508.5,,
7.44E-04,508.51,,
1.18E-03,508.52,,
4.63E-05,508.53,,
1.88E-04,508.54,,
3.99E-04,508.55,,
-6.13E-04,508.56,,
-1.09E-03,508.57,,
1.32E-03,508.58,,
5.26E-05,508.59,,
-4.47E-04,508.6,,
1.65E-04,508.61,,
-4.56E-04,508.62,,
-5.62E-04,508.63,,
3.80E-04,508.64,,
1.29E-04,508.65,,
-1.57E-04,508.66,,
2.09E-03,508.67,,
-8.56E-06,508.68,,
-4.43E-04,508.69,,
6.92E-05,508.7,,
2.73E-04,508.71,,
1.04E-03,508.72,,
8.30E-05,508.73,,
3.31E-04,508.74,,
5.87E-04,508.75,,
1.85E-04,508.76,,
-1.16E-03,508.77,,
5.13E-04,508.78,,
6.70E-04,508.79,,
-6.33E-05,508.8,,
1.34E-04,508.81,,
1.69E-04,508.82,,
-4.14E-04,508.83,,
2.95E-04,508.84,,
8.28E-04,508.85,,
-7.06E-04,508.86,,
-4.81E-04,508.87,,
1.47E-03,508.88,,
4.57E-04,508.89,,
2.12E-04,508.9,,
-8.48E-04,508.91,,
-1.04E-03,508.92,,
2.83E-04,508.93,,
-3.41E-04,508.94,,
3.57E-04,508.95,,
3.87E-04,508.96,,
-3.81E-04,508.97,,
3.13E-04,508.98,,
-4.51E-04,508.99,,
-1.40E-03,509,,
-8.23E-04,509.01,,
-2.99E-04,509.02,,
2.83E-06,509.03,,
1.63E-04,509.04,,
-3.79E-04,509.05,,
5.51E-04,509.06,,
8.65E-04,509.07,,
1.11E-03,509.08,,
7.00E-04,509.09,,
7.32E-04,509.1,,
-3.18E-04,509.11,,
7.98E-04,509.12,,
4.92E-04,509.13,,
-8.71E-04,509.14,,
-1.30E-03,509.15,,
-1.05E-03,509.16,,
-9.49E-04,509.17,,
-3.07E-04,509.18,,
-1.73E-04,509.19,,
6.55E-04,509.2,,
7.67E-04,509.21,,
-1.49E-03,509.22,,
-1.42E-03,509.23,,
7.24E-04,509.24,,
-1.65E-04,509.25,,
-4.85E-04,509.26,,
7.32E-04,509.27,,
-1.79E-04,509.28,,
-8.79E-05,509.29,,
-3.03E-04,509.3,,
6.55E-05,509.31,,
-6.97E-04,509.32,,
5.23E-04,509.33,,
-6.88E-04,509.34,,
-4.82E-04,509.35,,
6.61E-04,509.36,,
3.62E-05,509.37,,
-3.96E-05,509.38,,
-9.76E-04,509.39,,
4.32E-04,509.4,,
2.70E-05,509.41,,
-1.10E-03,509.42,,
-1.35E-03,509.43,,
-1.58E-03,509.44,,
-4.40E-04,509.45,,
5.38E-04,509.46,,
-8.56E-04,509.47,,
-1.38E-03,509.48,,
1.16E-04,509.49,,
3.29E-04,509.5,,
-2.64E-04,509.51,,
-7.21E-04,509.52,,
-4.99E-04,509.53,,
1.52E-03,509.54,,
3.49E-04,509.55,,
1.14E-03,509.56,,
7.50E-04,509.57,,
1.21E-03,509.58,,
-3.02E-04,509.59,,
1.06E-04,509.6,,
1.71E-04,509.61,,
9.87E-04,509.62,,
1.73E-04,509.63,,
-1.47E-03,509.64,,
-5.92E-04,509.65,,
-9.75E-04,509.66,,
-1.03E-03,509.67,,
1.24E-04,509.68,,
2.18E-04,509.69,,
-1.04E-03,509.7,,
-8.86E-04,509.71,,
-5.20E-04,509.72,,
1.34E-03,509.73,,
3.05E-04,509.74,,
-4.75E-04,509.75,,
1.67E-03,509.76,,
1.29E-03,509.77,,
6.35E-04,509.78,,
-4.87E-05,509.79,,
3.19E-04,509.8,,
1.26E-03,509.81,,
4.80E-04,509.82,,
-8.01E-05,509.83,,
1.44E-03,509.84,,
2.26E-04,509.85,,
7.07E-04,509.86,,
7.88E-04,509.87,,
-9.31E-04,509.88,,
-8.00E-04,509.89,,
-9.46E-05,509.9,,
6.84E-04,509.91,,
8.68E-04,509.92,,
1.14E-04,509.93,,
5.86E-04,509.94,,
9.39E-04,509.95,,
-6.19E-04,509.96,,
-9.47E-04,509.97,,
6.00E-04,509.98,,
-6.93E-04,509.99,,
-5.86E-04,510,,
-3.97E-04,510.01,,
-8.61E-04,510.02,,
2.13E-04,510.03,,
-5.67E-04,510.04,,
-1.23E-03,510.05,,
-2.55E-04,510.06,,
1.10E-03,510.07,,
-8.04E-04,510.08,,
-1.39E-03,510.09,,
3.10E-04,510.1,,
1.09E-04,510.11,,
-8.02E-04,510.12,,
2.12E-04,510.13,,
1.20E-03,510.14,,
4.57E-04,510.15,,
-1.38E-04,510.16,,
1.47E-03,510.17,,
9.39E-04,510.18,,
-2.01E-04,510.19,,
-9.43E-04,510.2,,
-5.25E-04,510.21,,
4.26E-04,510.22,,
1.62E-03,510.23,,
1.02E-03,510.24,,
2.32E-03,510.25,,
1.03E-03,510.26,,
-3.45E-04,510.27,,
-1.97E-04,510.28,,
1.63E-04,510.29,,
2.34E-04,510.3,,
-7.08E-04,510.31,,
-3.25E-04,510.32,,
-3.08E-05,510.33,,
4.26E-06,510.34,,
-5.67E-05,510.35,,
-4.62E-04,510.36,,
5.35E-05,510.37,,
8.29E-04,510.38,,
-1.04E-03,510.39,,
-1.70E-03,510.4,,
-5.28E-04,510.41,,
-1.93E-04,510.42,,
1.47E-04,510.43,,
6.89E-04,510.44,,
2.00E-04,510.45,,
3.76E-04,510.46,,
6.73E-04,510.47,,
4.84E-04,510.48,,
1.97E-04,510.49,,
7.56E-04,510.5,,
-5.91E-05,510.51,,
-1.65E-03,510.52,,
-2.29E-03,510.53,,
-6.96E-04,510.54,,
7.96E-04,510.55,,
-5.67E-04,510.56,,
-1.80E-04,510.57,,
6.27E-04,510.58,,
5.06E-04,510.59,,
-1.04E-03,510.6,,
-9.18E-04,510.61,,
5.16E-04,510.62,,
-4.59E-04,510.63,,
-6.06E-04,510.64,,
-1.62E-03,510.65,,
1.11E-04,510.66,,
5.39E-04,510.67,,
1.02E-03,510.68,,
-5.78E-04,510.69,,
-1.51E-03,510.7,,
-4.75E-04,510.71,,
-8.94E-04,510.72,,
4.80E-05,510.73,,
-8.29E-04,510.74,,
3.93E-04,510.75,,
7.00E-04,510.76,,
7.86E-04,510.77,,
3.51E-04,510.78,,
-1.18E-03,510.79,,
-5.02E-05,510.8,,
-6.62E-04,510.81,,
1.43E-03,510.82,,
1.65E-03,510.83,,
-7.48E-04,510.84,,
-4.11E-04,510.85,,
-1.05E-03,510.86,,
-5.11E-04,510.87,,
-1.62E-03,510.88,,
-1.08E-03,510.89,,
2.44E-04,510.9,,
-5.79E-04,510.91,,
-1.06E-03,510.92,,
1.92E-04,510.93,,
5.64E-04,510.94,,
1.48E-03,510.95,,
5.79E-04,510.96,,
-2.41E-04,510.97,,
-8.16E-05,510.98,,
-4.56E-04,510.99,,
-6.77E-04,511,,
-1.00E-03,511.01,,
1.73E-04,511.02,,
6.67E-04,511.03,,
1.03E-03,511.04,,
-9.18E-04,511.05,,
-2.20E-04,511.06,,
-5.14E-04,511.07,,
1.16E-04,511.08,,
-9.55E-04,511.09,,
-3.28E-04,511.1,,
-9.69E-05,511.11,,
1.48E-03,511.12,,
9.17E-04,511.13,,
-8.55E-05,511.14,,
-4.09E-04,511.15,,
-8.37E-04,511.16,,
9.53E-04,511.17,,
1.35E-03,511.18,,
5.95E-04,511.19,,
-6.17E-05,511.2,,
3.86E-04,511.21,,
3.44E-04,511.22,,
-8.74E-05,511.23,,
-3.49E-04,511.24,,
-7.93E-04,511.25,,
6.52E-04,511.26,,
1.59E-04,511.27,,
9.00E-04,511.28,,
5.38E-04,511.29,,
6.63E-05,511.3,,
2.10E-04,511.31,,
1.07E-03,511.32,,
8.77E-04,511.33,,
7.94E-04,511.34,,
-4.59E-04,511.35,,
-5.12E-04,511.36,,
3.31E-04,511.37,,
-5.06E-05,511.38,,
-2.62E-04,511.39,,
-1.99E-05,511.4,,
-8.57E-04,511.41,,
-3.09E-04,511.42,,
5.09E-04,511.43,,
5.38E-04,511.44,,
-9.05E-04,511.45,,
-2.35E-04,511.46,,
-6.14E-04,511.47,,
5.30E-04,511.48,,
6.76E-04,511.49,,
-5.49E-04,511.5,,
9.39E-04,511.51,,
2.68E-04,511.52,,
-2.60E-04,511.53,,
-7.31E-04,511.54,,
-1.01E-03,511.55,,
1.42E-04,511.56,,
1.41E-04,511.57,,
3.55E-04,511.58,,
1.10E-03,511.59,,
-1.21E-04,511.6,,
1.34E-03,511.61,,
3.96E-04,511.62,,
-1.50E-04,511.63,,
-7.16E-04,511.64,,
-1.51E-03,511.65,,
-5.82E-04,511.66,,
-1.36E-04,511.67,,
-2.31E-03,511.68,,
-1.44E-03,511.69,,
7.75E-05,511.7,,
-8.10E-04,511.71,,
1.01E-03,511.72,,
1.01E-03,511.73,,
5.75E-04,511.74,,
5.95E-04,511.75,,
-1.42E-04,511.76,,
-1.09E-04,511.77,,
3.90E-04,511.78,,
-1.59E-04,511.79,,
-8.66E-04,511.8,,
-1.19E-04,511.81,,
-1.57E-04,511.82,,
-1.18E-03,511.83,,
-2.62E-05,511.84,,
4.24E-04,511.85,,
5.61E-04,511.86,,
8.76E-05,511.87,,
3.61E-04,511.88,,
7.10E-04,511.89,,
-5.95E-04,511.9,,
9.99E-05,511.91,,
3.93E-04,511.92,,
-1.09E-03,511.93,,
-1.11E-03,511.94,,
1.21E-03,511.95,,
1.94E-03,511.96,,
8.90E-04,511.97,,
1.07E-04,511.98,,
-5.83E-04,511.99,,
6.61E-04,512,,
1.53E-03,512.01,,
4.47E-04,512.02,,
7.98E-04,512.03,,
4.18E-04,512.04,,
-4.92E-04,512.05,,
-1.54E-03,512.06,,
-6.59E-04,512.07,,
7.30E-04,512.08,,
1.53E-04,512.09,,
-6.86E-04,512.1,,
-4.60E-04,512.11,,
8.37E-04,512.12,,
-4.40E-04,512.13,,
1.50E-04,512.14,,
-3.21E-05,512.15,,
6.59E-04,512.16,,
6.58E-04,512.17,,
1.86E-04,512.18,,
9.23E-04,512.19,,
5.69E-04,512.2,,
9.05E-04,512.21,,
-5.05E-04,512.22,,
1.42E-04,512.23,,
-1.21E-03,512.24,,
-9.39E-06,512.25,,
4.49E-05,512.26,,
-3.71E-04,512.27,,
-8.11E-04,512.28,,
5.55E-04,512.29,,
3.18E-04,512.3,,
-1.06E-03,512.31,,
-1.17E-03,512.32,,
-5.16E-04,512.33,,
-5.99E-04,512.34,,
-1.43E-03,512.35,,
6.74E-04,512.36,,
-9.24E-04,512.37,,
6.60E-04,512.38,,
8.32E-04,512.39,,
-2.66E-04,512.4,,
2.32E-04,512.41,,
-4.78E-04,512.42,,
8.12E-04,512.43,,
3.58E-05,512.44,,
-1.74E-04,512.45,,
5.14E-04,512.46,,
-1.07E-04,512.47,,
-1.02E-03,512.48,,
-1.08E-03,512.49,,
-4.42E-04,512.5,,
-8.77E-04,512.51,,
2.77E-04,512.52,,
7.00E-04,512.53,,
4.28E-04,512.54,,
-1.10E-03,512.55,,
-1.34E-03,512.56,,
6.70E-04,512.57,,
9.84E-04,512.58,,
2.14E-04,512.59,,
4.02E-04,512.6,,
7.60E-04,512.61,,
-7.44E-04,512.62,,
8.39E-04,512.63,,
-6.96E-04,512.64,,
-3.82E-04,512.65,,
4.68E-04,512.66,,
-9.32E-04,512.67,,
3.38E-04,512.68,,
3.65E-04,512.69,,
-8.09E-04,512.7,,
-9.19E-04,512.71,,
1.42E-04,512.72,,
9.82E-05,512.73,,
5.63E-04,512.74,,
-6.49E-05,512.75,,
4.04E-04,512.76,,
3.64E-04,512.77,,
-1.10E-03,512.78,,
6.43E-04,512.79,,
6.73E-04,512.8,,
9.05E-04,512.81,,
5.36E-05,512.82,,
3.84E-04,512.83,,
5.40E-04,512.84,,
-1.51E-04,512.85,,
-8.55E-04,512.86,,
9.68E-04,512.87,,
1.15E-03,512.88,,
-6.96E-04,512.89,,
3.04E-04,512.9,,
2.61E-04,512.91,,
-6.51E-04,512.92,,
4.36E-04,512.93,,
1.09E-03,512.94,,
-8.44E-05,512.95,,
-7.81E-04,512.96,,
-1.30E-03,512.97,,
1.17E-04,512.98,,
1.14E-03,512.99,,
4.42E-04,513,,
1.25E-04,513.01,,
1.66E-04,513.02,,
2.67E-04,513.03,,
1.15E-03,513.04,,
3.80E-05,513.05,,
-7.55E-04,513.06,,
-6.73E-04,513.07,,
1.05E-03,513.08,,
-1.48E-04,513.09,,
5.36E-04,513.1,,
4.10E-04,513.11,,
-5.63E-04,513.12,,
3.15E-04,513.13,,
5.63E-04,513.14,,
-1.68E-04,513.15,,
5.03E-04,513.16,,
-5.78E-04,513.17,,
3.02E-04,513.18,,
1.34E-04,513.19,,
5.83E-04,513.2,,
-1.74E-03,513.21,,
-1.38E-03,513.22,,
-1.48E-04,513.23,,
-8.48E-04,513.24,,
1.79E-05,513.25,,
-1.35E-03,513.26,,
-1.40E-03,513.27,,
-2.49E-04,513.28,,
-6.86E-04,513.29,,
-1.55E-03,513.3,,
4.97E-04,513.31,,
-4.37E-04,513.32,,
-7.78E-04,513.33,,
6.30E-04,513.34,,
8.58E-04,513.35,,
1.90E-04,513.36,,
7.44E-04,513.37,,
6.51E-04,513.38,,
9.69E-05,513.39,,
1.33E-03,513.4,,
1.10E-03,513.41,,
-1.62E-04,513.42,,
2.05E-04,513.43,,
1.15E-03,513.44,,
-3.01E-04,513.45,,
-3.42E-04,513.46,,
-3.24E-04,513.47,,
6.76E-04,513.48,,
1.54E-03,513.49,,
4.78E-04,513.5,,
1.73E-04,513.51,,
2.97E-04,513.52,,
-2.77E-04,513.53,,
-8.82E-04,513.54,,
-5.53E-04,513.55,,
-4.12E-04,513.56,,
-1.16E-03,513.57,,
-5.04E-04,513.58,,
-4.10E-04,513.59,,
8.52E-04,513.6,,
-4.79E-05,513.61,,
-1.03E-03,513.62,,
-2.39E-04,513.63,,
3.07E-04,513.64,,
1.12E-03,513.65,,
4.14E-04,513.66,,
5.05E-04,513.67,,
-3.13E-04,513.68,,
8.27E-04,513.69,,
-4.81E-04,513.7,,
-7.08E-04,513.71,,
6.57E-04,513.72,,
9.52E-04,513.73,,
-5.42E-06,513.74,,
1.14E-03,513.75,,
1.26E-03,513.76,,
1.18E-04,513.77,,
2.25E-04,513.78,,
1.57E-03,513.79,,
4.10E-04,513.8,,
-4.37E-04,513.81,,
9.26E-04,513.82,,
9.46E-04,513.83,,
1.39E-04,513.84,,
-1.01E-03,513.85,,
-9.94E-04,513.86,,
1.03E-04,513.87,,
9.53E-04,513.88,,
-3.63E-04,513.89,,
2.01E-04,513.9,,
-8.26E-04,513.91,,
-1.94E-03,513.92,,
7.14E-04,513.93,,
2.72E-04,513.94,,
3.36E-04,513.95,,
4.84E-04,513.96,,
-8.85E-04,513.97,,
5.81E-04,513.98,,
-2.59E-04,513.99,,
-1.65E-04,514,,
-6.76E-04,514.01,,
2.67E-04,514.02,,
1.27E-04,514.03,,
-1.94E-04,514.04,,
3.59E-04,514.05,,
-7.12E-04,514.06,,
8.32E-04,514.07,,
1.06E-04,514.08,,
-6.31E-04,514.09,,
-1.07E-03,514.1,,
1.63E-06,514.11,,
1.11E-03,514.12,,
-8.24E-04,514.13,,
-5.20E-04,514.14,,
4.24E-04,514.15,,
3.20E-04,514.16,,
1.07E-03,514.17,,
-3.93E-04,514.18,,
-2.64E-04,514.19,,
1.05E-03,514.2,,
-6.39E-04,514.21,,
-2.23E-03,514.22,,
1.17E-03,514.23,,
1.09E-03,514.24,,
2.20E-04,514.25,,
1.32E-05,514.26,,
6.23E-04,514.27,,
3.79E-04,514.28,,
-6.90E-04,514.29,,
4.63E-04,514.3,,
1.54E-04,514.31,,
-3.24E-05,514.32,,
-2.85E-04,514.33,,
1.72E-04,514.34,,
-5.05E-05,514.35,,
-1.84E-04,514.36,,
1.00E-03,514.37,,
3.95E-04,514.38,,
-9.80E-04,514.39,,
-1.27E-03,514.4,,
-3.73E-04,514.41,,
6.91E-04,514.42,,
-6.92E-04,514.43,,
-3.23E-05,514.44,,
8.58E-04,514.45,,
-1.69E-04,514.46,,
-9.70E-04,514.47,,
8.04E-04,514.48,,
-7.87E-04,514.49,,
-2.35E-03,514.5,,
-9.48E-04,514.51,,
5.00E-04,514.52,,
6.15E-04,514.53,,
-1.05E-03,514.54,,
-1.11E-03,514.55,,
-4.21E-04,514.56,,
-5.78E-04,514.57,,
3.55E-05,514.58,,
1.06E-03,514.59,,
1.29E-03,514.6,,
-2.31E-04,514.61,,
-5.71E-04,514.62,,
-4.71E-04,514.63,,
-1.23E-04,514.64,,
-9.81E-04,514.65,,
-4.97E-04,514.66,,
4.12E-04,514.67,,
-7.30E-05,514.68,,
-2.34E-04,514.69,,
-3.97E-04,514.7,,
-6.61E-05,514.71,,
1.74E-03,514.72,,
1.61E-03,514.73,,
4.23E-04,514.74,,
4.52E-04,514.75,,
-1.64E-03,514.76,,
-6.49E-05,514.77,,
6.36E-04,514.78,,
-6.35E-06,514.79,,
-7.23E-04,514.8,,
-7.31E-04,514.81,,
-4.77E-04,514.82,,
-5.69E-04,514.83,,
2.13E-04,514.84,,
-6.36E-04,514.85,,
-9.67E-04,514.86,,
-3.07E-04,514.87,,
-6.58E-04,514.88,,
2.14E-04,514.89,,
7.14E-05,514.9,,
5.29E-04,514.91,,
8.97E-04,514.92,,
1.49E-03,514.93,,
8.39E-04,514.94,,
8.52E-04,514.95,,
6.46E-04,514.96,,
-6.99E-04,514.97,,
-2.82E-04,514.98,,
-1.27E-03,514.99,,
-2.47E-04,515,,
6.07E-04,515.01,,
-2.79E-04,515.02,,
1.29E-04,515.03,,
-1.55E-03,515.04,,
-1.36E-03,515.05,,
-6.97E-05,515.06,,
-8.77E-05,515.07,,
4.96E-04,515.08,,
4.53E-05,515.09,,
-1.21E-03,515.1,,
-8.10E-04,515.11,,
3.74E-04,515.12,,
7.50E-04,515.13,,
-5.30E-04,515.14,,
7.76E-04,515.15,,
3.09E-04,515.16,,
-3.90E-04,515.17,,
2.48E-05,515.18,,
1.79E-04,515.19,,
6.09E-04,515.2,,
5.42E-04,515.21,,
2.99E-04,515.22,,
-3.06E-05,515.23,,
3.25E-04,515.24,,
5.09E-04,515.25,,
4.14E-04,515.26,,
1.60E-04,515.27,,
2.61E-04,515.28,,
2.95E-04,515.29,,
-1.29E-03,515.3,,
5.23E-04,515.31,,
9.75E-04,515.32,,
1.28E-03,515.33,,
-2.68E-04,515.34,,
6.81E-04,515.35,,
-8.79E-05,515.36,,
2.30E-05,515.37,,
2.20E-04,515.38,,
9.36E-04,515.39,,
8.38E-04,515.4,,
-5.62E-04,515.41,,
3.53E-04,515.42,,
-2.63E-04,515.43,,
-2.07E-04,515.44,,
1.97E-04,515.45,,
6.61E-04,515.46,,
-2.86E-04,515.47,,
5.01E-04,515.48,,
2.11E-04,515.49,,
-7.56E-04,515.5,,
-1.96E-04,515.51,,
6.38E-04,515.52,,
8.57E-04,515.53,,
-2.06E-04,515.54,,
1.82E-05,515.55,,
6.52E-04,515.56,,
-5.89E-04,515.57,,
-2.03E-03,515.58,,
-1.49E-03,515.59,,
1.44E-04,515.6,,
-3.51E-05,515.61,,
4.38E-04,515.62,,
-3.74E-04,515.63,,
-1.10E-03,515.64,,
-3.52E-04,515.65,,
3.37E-04,515.66,,
1.05E-03,515.67,,
5.16E-04,515.68,,
5.71E-04,515.69,,
-1.77E-04,515.7,,
4.00E-04,515.71,,
5.31E-04,515.72,,
4.73E-04,515.73,,
2.94E-04,515.74,,
-3.03E-04,515.75,,
2.33E-04,515.76,,
5.36E-04,515.77,,
-8.91E-05,515.78,,
-2.22E-03,515.79,,
-9.02E-04,515.8,,
-3.81E-05,515.81,,
1.13E-03,515.82,,
1.28E-03,515.83,,
2.32E-04,515.84,,
-5.84E-04,515.85,,
4.33E-04,515.86,,
6.67E-04,515.87,,
-1.30E-04,515.88,,
9.73E-04,515.89,,
7.96E-04,515.9,,
4.62E-04,515.91,,
8.59E-04,515.92,,
-7.94E-05,515.93,,
-1.37E-04,515.94,,
-1.69E-04,515.95,,
3.28E-04,515.96,,
3.45E-04,515.97,,
8.47E-04,515.98,,
8.32E-04,515.99,,
-1.90E-04,516,,
2.89E-04,516.01,,
9.62E-05,516.02,,
